Entry	Entry Name	Gene Ontology IDs
Q8IUC8	GLT13_HUMAN	GO:0000139; GO:0004653; GO:0005794; GO:0006493; GO:0016021; GO:0016266; GO:0018242; GO:0018243; GO:0030246; GO:0046872
Q8IUD2	RB6I2_HUMAN	GO:0000139; GO:0005737; GO:0005813; GO:0006355; GO:0007252; GO:0007274; GO:0008385; GO:0015031; GO:0030165; GO:0031267; GO:0036064; GO:0042147; GO:0042734; GO:0045202; GO:0045296; GO:0048167; GO:0048788; GO:0048790; GO:0051092; GO:0070161; GO:0098882
Q8IUD6	RN135_HUMAN	GO:0000209; GO:0004842; GO:0005737; GO:0005829; GO:0010494; GO:0010994; GO:0016567; GO:0032728; GO:0039529; GO:0039552; GO:0042802; GO:0043021; GO:0045087; GO:0045088; GO:0046872; GO:0051260; GO:0061630; GO:0070534; GO:0140374; GO:1990904
Q8IUE6	H2A2B_HUMAN	GO:0000786; GO:0003677; GO:0005634; GO:0030527; GO:0046982; GO:0070062
Q8IUF8	RIOX2_HUMAN	GO:0003714; GO:0005654; GO:0005667; GO:0005730; GO:0005829; GO:0016706; GO:0032452; GO:0032453; GO:0034720; GO:0036139; GO:0042254; GO:0042802; GO:0046872; GO:0051864; GO:0070544
Q8IUG1	KRA13_HUMAN	GO:0005829; GO:0030280; GO:0045095
Q8IUG5	MY18B_HUMAN	GO:0001570; GO:0001701; GO:0003774; GO:0005524; GO:0005634; GO:0016460; GO:0016461; GO:0030018; GO:0031032; GO:0031941; GO:0032982; GO:0051015; GO:0055013
Q8IUH3	RBM45_HUMAN	GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0007399; GO:0030154; GO:0042802; GO:1990904
Q8IUH4	ZDH13_HUMAN	GO:0000139; GO:0005783; GO:0015095; GO:0016020; GO:0016021; GO:0016409; GO:0018345; GO:0019706; GO:0030660; GO:0043123
Q8IUH5	ZDH17_HUMAN	GO:0000139; GO:0005102; GO:0005794; GO:0007409; GO:0015095; GO:0016021; GO:0016235; GO:0016409; GO:0018230; GO:0018345; GO:0019705; GO:0019706; GO:0030660; GO:0042734; GO:0042802; GO:0042953; GO:0042995; GO:0043123; GO:0043231; GO:0051386; GO:0070161; GO:0070372; GO:0140439
Q8IUH8	SPP2C_HUMAN	GO:0005765; GO:0005789; GO:0030660; GO:0033619; GO:0042500; GO:0042803; GO:0071458; GO:0071556
Q8IUI8	CRLF3_HUMAN	GO:0003677; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0030308; GO:0042802; GO:0045893; GO:0045944; GO:0046427; GO:2000134
Q8IUK5	PLDX1_HUMAN	GO:0001525; GO:0005576; GO:0005615; GO:0005737; GO:0005886; GO:0005923; GO:0016021; GO:0021510; GO:0030425; GO:0043025; GO:0043235
Q8IUM7	NPAS4_HUMAN	GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005667; GO:0006357; GO:0007612; GO:0007614; GO:0007616; GO:0030154; GO:0032228; GO:0035176; GO:0044877; GO:0045944; GO:0046982; GO:0048167; GO:0060079; GO:0060080; GO:0071386; GO:0098794; GO:1904862
Q8IUN9	CLC10_HUMAN	GO:0002250; GO:0005886; GO:0006897; GO:0009897; GO:0016021; GO:0030246; GO:0045087
Q8IUQ0	CLVS1_HUMAN	GO:0005768; GO:0005802; GO:0007040; GO:0030136; GO:0031901; GO:0032588; GO:0080025; GO:1902936
Q8IUQ4	SIAH1_HUMAN	GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006511; GO:0006915; GO:0007049; GO:0007283; GO:0007399; GO:0007411; GO:0008022; GO:0008270; GO:0009653; GO:0030163; GO:0030877; GO:0031624; GO:0042802; GO:0043065; GO:0043161; GO:0051402; GO:0060070; GO:0061630; GO:1990000; GO:2001244
Q8IUR0	TPPC5_HUMAN	GO:0005737; GO:0005783; GO:0005829; GO:0006888; GO:0006901; GO:0030008; GO:0048208; GO:0099022; GO:1990070; GO:1990071; GO:1990072
Q8IUR5	TMTC1_HUMAN	GO:0000030; GO:0004169; GO:0005783; GO:0006396; GO:0016021; GO:0035269
Q8IUR6	CRERF_HUMAN	GO:0000122; GO:0000977; GO:0000981; GO:0001228; GO:0005634; GO:0005654; GO:0005737; GO:0006357; GO:0006986; GO:0016604; GO:0032388; GO:0034976; GO:0045732; GO:0045944; GO:0051222; GO:1900102
Q8IUR7	ARMC8_HUMAN	GO:0000151; GO:0005576; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0034657; GO:0035580; GO:0043161; GO:0043231; GO:1904724
Q8IUW3	SPA2L_HUMAN	GO:0005737
Q8IUW5	RELL1_HUMAN	GO:0005886; GO:0015630; GO:0016021; GO:1900745
Q8IUX1	T126B_HUMAN	GO:0005739; GO:0005743; GO:0016021; GO:0032981
Q8IUX4	ABC3F_HUMAN	GO:0000932; GO:0002230; GO:0003723; GO:0004126; GO:0005634; GO:0005737; GO:0008270; GO:0010529; GO:0016553; GO:0016554; GO:0030895; GO:0042802; GO:0045071; GO:0045087; GO:0045869; GO:0047844; GO:0048525; GO:0051607; GO:0070383; GO:0080111; GO:1990904
Q8IUX7	AEBP1_HUMAN	GO:0000122; GO:0000977; GO:0001227; GO:0004180; GO:0005516; GO:0005518; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0006508; GO:0008270; GO:0062023; GO:0070062; GO:1904026
Q8IUX8	EGFL6_HUMAN	GO:0005178; GO:0005509; GO:0005604; GO:0005615; GO:0007155; GO:0010811; GO:0016020; GO:0030154; GO:0030198
Q8IUY3	GRM2A_HUMAN	GO:0005546; GO:0016021; GO:0031227; GO:0031234; GO:0035091; GO:0044232; GO:0061817; GO:2001256
Q8IUZ5	AT2L2_HUMAN	GO:0005759; GO:0008483; GO:0016829; GO:0030170; GO:0042802
Q8IV01	SYT12_HUMAN	GO:0000149; GO:0001786; GO:0005509; GO:0005544; GO:0005886; GO:0014059; GO:0016021; GO:0016192; GO:0017156; GO:0017158; GO:0019905; GO:0030276; GO:0030672; GO:0046928; GO:0048792; GO:0060291; GO:0070161; GO:0070382; GO:0071277; GO:0098686
Q8IV04	TB10C_HUMAN	GO:0005096; GO:0005829; GO:0005886; GO:0016020; GO:0031527; GO:0033173; GO:0042113; GO:0042147; GO:0050869; GO:0070371; GO:0070373; GO:0070885; GO:0090630; GO:0101003
Q8IV08	PLD3_HUMAN	GO:0000139; GO:0002376; GO:0004630; GO:0005765; GO:0005789; GO:0006954; GO:0014902; GO:0016021; GO:0031901; GO:0031902; GO:0043202; GO:0045145; GO:0070062; GO:1900015
Q8IV16	HDBP1_HUMAN	GO:0005576; GO:0005886; GO:0006886; GO:0008289; GO:0009897; GO:0016323; GO:0016324; GO:0017038; GO:0019433; GO:0031225; GO:0031362; GO:0034394; GO:0035473; GO:0035478; GO:0042632; GO:0045056; GO:0050821; GO:0051006; GO:0060230; GO:0070328; GO:0071503; GO:0071813; GO:0090321; GO:0140318; GO:1902494
Q8IV20	LACC1_HUMAN	GO:0002221; GO:0002720; GO:0004000; GO:0004731; GO:0005507; GO:0005634; GO:0005777; GO:0005783; GO:0006954; GO:0017061; GO:0030641; GO:0045087; GO:0047975; GO:0050727; GO:0070431; GO:1900542
Q8IV31	TM139_HUMAN	GO:0016021
Q8IV36	HID1_HUMAN	GO:0000138; GO:0005737; GO:0005794; GO:0005797; GO:0005829; GO:0005881; GO:0016020; GO:0070062; GO:0090498
Q8IV45	UN5CL_HUMAN	GO:0005042; GO:0005737; GO:0008233; GO:0016020; GO:0016021; GO:0043123; GO:0046330
Q8IV48	ERI1_HUMAN	GO:0000175; GO:0000467; GO:0005634; GO:0005730; GO:0005737; GO:0008408; GO:0019843; GO:0031047; GO:0031125; GO:0043022; GO:0046872; GO:0071204; GO:0071207
Q8IV53	DEN1C_HUMAN	GO:0005085; GO:0005654; GO:0005813; GO:0005829; GO:0006897; GO:0030136; GO:0032456; GO:0043231; GO:1901981
Q8IV61	GRP3_HUMAN	GO:0000165; GO:0005085; GO:0005096; GO:0005509; GO:0005886; GO:0005887; GO:0007264; GO:0007265; GO:0019900; GO:0019992; GO:0031267; GO:0032045; GO:0043547; GO:0048471
Q8IV63	VRK3_HUMAN	GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0007165; GO:0007519; GO:0018105; GO:0019903; GO:0032516; GO:0043231; GO:0070373
Q8IV76	PASD1_HUMAN	GO:0005634; GO:0006357; GO:0016607; GO:0032922; GO:0042754; GO:0045892; GO:0140297; GO:0140416; GO:1990512; GO:1990513
Q8IV77	CNGA4_HUMAN	GO:0005222; GO:0005223; GO:0005886; GO:0007608; GO:0017071; GO:0030552; GO:0030553; GO:0030660; GO:0044877; GO:0050896; GO:0060170; GO:0098655
Q8IVB4	SL9A9_HUMAN	GO:0005886; GO:0006811; GO:0015385; GO:0015386; GO:0016021; GO:0031902; GO:0051453; GO:0055037; GO:0071805; GO:0098719
Q8IVD9	NUDC3_HUMAN	GO:0005737; GO:0005868; GO:0006457; GO:0051082; GO:0060271; GO:1905793
Q8IVE3	PKHH2_HUMAN	GO:0003779; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0016604; GO:0030027; GO:0030835; GO:0030864
Q8IVF2	AHNK2_HUMAN	GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0030315; GO:0042383; GO:0043484
Q8IVF4	DYH10_HUMAN	GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959; GO:0097729
Q8IVF5	TIAM2_HUMAN	GO:0005085; GO:0005096; GO:0005829; GO:0007264; GO:0016020; GO:0030027; GO:0030175; GO:0030426; GO:0043204; GO:0045202; GO:0050772; GO:0051056; GO:0070062; GO:0090630
Q8IVF7	FMNL3_HUMAN	GO:0001525; GO:0005737; GO:0005794; GO:0005829; GO:0005886; GO:0007010; GO:0008360; GO:0016477; GO:0030866; GO:0031267; GO:0032794; GO:0043231; GO:0051015
Q8IVG5	SAM9L_HUMAN	GO:0005737; GO:0005769
Q8IVG9	HUNIN_HUMAN	GO:0001664; GO:0005102; GO:0005576; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0006879; GO:0006915; GO:0007005; GO:0030595; GO:0032692; GO:0032701; GO:0036126; GO:0042802; GO:0043066; GO:0043524; GO:0043621; GO:0048019; GO:0048471; GO:0050728; GO:0097225; GO:0097435; GO:0150079; GO:1900118; GO:1900226; GO:1901215; GO:1902883; GO:1904646; GO:1905907
Q8IVH2	FOXP4_HUMAN	GO:0000122; GO:0000785; GO:0000978; GO:0000981; GO:0001227; GO:0005634; GO:0006357; GO:0046872
Q8IVH4	MMAA_HUMAN	GO:0003924; GO:0005525; GO:0005737; GO:0005739; GO:0005759; GO:0005829; GO:0009235; GO:0042802; GO:0042803
Q8IVH8	M4K3_HUMAN	GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0007254; GO:0008349; GO:0009411; GO:0034612; GO:0035556; GO:0106310
Q8IVI9	NOSTN_HUMAN	GO:0003677; GO:0005634; GO:0005737; GO:0005856; GO:0005886; GO:0007165; GO:0016191; GO:0030666; GO:0045892; GO:0098793; GO:0098978
Q8IVJ1	S41A1_HUMAN	GO:0005886; GO:0010961; GO:0015095; GO:0015693; GO:0016021; GO:0016323; GO:0022857; GO:0022890; GO:0030001; GO:0032991; GO:0061768; GO:0071286; GO:1903830
Q8IVL0	NAV3_HUMAN	GO:0005524; GO:0005640; GO:0007026; GO:0007399; GO:0008017; GO:0016887; GO:0022008; GO:0030336; GO:0031116; GO:0032703
Q8IVL1	NAV2_HUMAN	GO:0003025; GO:0005524; GO:0005614; GO:0005654; GO:0007399; GO:0007605; GO:0007608; GO:0007626; GO:0008201; GO:0016887; GO:0021554; GO:0021563; GO:0021564; GO:0022008; GO:0043138
Q8IVL5	P3H2_HUMAN	GO:0005506; GO:0005604; GO:0005654; GO:0005783; GO:0005788; GO:0005794; GO:0005829; GO:0008285; GO:0016529; GO:0019511; GO:0019797; GO:0031418; GO:0032963; GO:0043231
Q8IVL6	P3H3_HUMAN	GO:0005506; GO:0005783; GO:0008285; GO:0017185; GO:0019797; GO:0031418; GO:0032963; GO:0032964; GO:1902494
Q8IVL8	CBPO_HUMAN	GO:0004181; GO:0005615; GO:0006508; GO:0008270; GO:0016324; GO:0046658
Q8IVM0	CCD50_HUMAN	GO:0005737; GO:0005829; GO:0007605; GO:0031625
Q8IVM8	S22A9_HUMAN	GO:0008514; GO:0009914; GO:0015347; GO:0015636; GO:0015711; GO:0015913; GO:0016021; GO:0016323; GO:0043252
Q8IVP5	FUND1_HUMAN	GO:0000422; GO:0001666; GO:0005741; GO:0010243; GO:0031307
Q8IVP9	ZN547_HUMAN	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0046872
Q8IVQ6	ZDH21_HUMAN	GO:0000139; GO:0001942; GO:0003056; GO:0005783; GO:0005794; GO:0005886; GO:0006612; GO:0016021; GO:0016409; GO:0018230; GO:0018345; GO:0019706; GO:0048733; GO:0050999; GO:0071875; GO:1903140; GO:1904997
Q8IVS2	FABD_HUMAN	GO:0003723; GO:0004312; GO:0004314; GO:0005739; GO:0005759; GO:0006633; GO:0006635
Q8IVS8	GLCTK_HUMAN	GO:0005524; GO:0005737; GO:0005739; GO:0005794; GO:0005829; GO:0006468; GO:0008887; GO:0061624
Q8IVT2	MISP_HUMAN	GO:0000132; GO:0005884; GO:0005886; GO:0005925; GO:0005938; GO:0016477; GO:0031616; GO:0043231; GO:0051015; GO:0051301; GO:0051640; GO:0051660; GO:0090307; GO:1904776
Q8IVT5	KSR1_HUMAN	GO:0004672; GO:0004674; GO:0005078; GO:0005524; GO:0005737; GO:0005783; GO:0005789; GO:0005829; GO:0006468; GO:0007165; GO:0007265; GO:0008022; GO:0016020; GO:0019933; GO:0032587; GO:0032991; GO:0042127; GO:0043231; GO:0043405; GO:0043410; GO:0046872; GO:0071889; GO:0106310
Q8IVU3	HERC6_HUMAN	GO:0002244; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0009617; GO:0016567; GO:0061630
Q8IVV7	GID4_HUMAN	GO:0000151; GO:0043161; GO:0061630
Q8IVW4	CDKL3_HUMAN	GO:0004672; GO:0004693; GO:0005524; GO:0005634; GO:0005737; GO:0006468; GO:0030517; GO:0036211; GO:0050775; GO:0097484; GO:0106310
Q8IVW6	ARI3B_HUMAN	GO:0003677; GO:0005634; GO:0005654; GO:0006357; GO:0045944
Q8IVW8	SPNS2_HUMAN	GO:0001782; GO:0002920; GO:0003376; GO:0005886; GO:0006869; GO:0007605; GO:0010008; GO:0016020; GO:0016021; GO:0022857; GO:0030148; GO:0043029; GO:0046624; GO:0048073; GO:0048535; GO:0060348; GO:0072676; GO:2000404
Q8IW00	VSTM4_HUMAN	GO:0001935; GO:0002040; GO:0005576; GO:0005886; GO:0016021; GO:0042311; GO:0043542; GO:0061298; GO:0097601
Q8IW19	APLF_HUMAN	GO:0000012; GO:0000166; GO:0003906; GO:0004520; GO:0005634; GO:0005654; GO:0005829; GO:0006302; GO:0006303; GO:0006974; GO:0007566; GO:0008408; GO:0010717; GO:0035861; GO:0042393; GO:0043486; GO:0044183; GO:0045191; GO:0046872; GO:0051106; GO:0072572; GO:0090734; GO:0140713; GO:0160002
Q8IW35	CEP97_HUMAN	GO:0005516; GO:0005813; GO:0005814; GO:0005829; GO:0030030; GO:0032991; GO:1901673; GO:1902018
Q8IW40	CC103_HUMAN	GO:0001947; GO:0003341; GO:0003351; GO:0005576; GO:0005737; GO:0005930; GO:0007368; GO:0031514; GO:0036157; GO:0036158; GO:0036159; GO:0042803; GO:0060287; GO:0070286; GO:0071907
Q8IW41	MAPK5_HUMAN	GO:0002039; GO:0004674; GO:0004683; GO:0004708; GO:0005516; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006417; GO:0007165; GO:0007265; GO:0009931; GO:0018105; GO:0032007; GO:0032156; GO:0032212; GO:0032991; GO:0035556; GO:0046777; GO:0051019; GO:0051973; GO:0060999; GO:0090398; GO:0090400; GO:0106310; GO:1901796; GO:1904355
Q8IW45	NNRD_HUMAN	GO:0005524; GO:0005759; GO:0034356; GO:0047453; GO:0110051
Q8IW52	SLIK4_HUMAN	GO:0005886; GO:0007409; GO:0016021; GO:0050807; GO:0051965; GO:0098978; GO:1905606
Q8IW75	SPA12_HUMAN	GO:0004867; GO:0005615; GO:0005886; GO:0006094; GO:0008610; GO:0010951; GO:0014065; GO:0014068; GO:0045721; GO:0046628; GO:0051055; GO:0090181; GO:0090207; GO:0140678
Q8IWA4	MFN1_HUMAN	GO:0003924; GO:0005525; GO:0005739; GO:0005741; GO:0008053; GO:0010918; GO:0016021; GO:0031306; GO:0031307; GO:0042802; GO:0046039; GO:0051646; GO:0098799
Q8IWA5	CTL2_HUMAN	GO:0005739; GO:0005765; GO:0005886; GO:0006656; GO:0015220; GO:0015871; GO:0016020; GO:0016021; GO:0022857; GO:0035579; GO:0043123; GO:0055085; GO:0070062
Q8IWB1	IPRI_HUMAN	GO:0004860; GO:0005640; GO:0005886; GO:0008625; GO:0016020; GO:0016021; GO:1902042
Q8IWB6	TEX14_HUMAN	GO:0000776; GO:0004672; GO:0005524; GO:0005737; GO:0006468; GO:0007094; GO:0007140; GO:0008608; GO:0019901; GO:0030496; GO:0032091; GO:0032466; GO:0043063; GO:0045171; GO:0051301; GO:0051306; GO:0070062; GO:1990830
Q8IWB7	WDFY1_HUMAN	GO:0005545; GO:0005634; GO:0005730; GO:0005769; GO:0005794; GO:0005829; GO:0008270; GO:0030054; GO:0034141; GO:0034145; GO:0043231
Q8IWC1	MA7D3_HUMAN	GO:0000226; GO:0005737; GO:0005819; GO:0008017; GO:0015630; GO:0015631; GO:0016020; GO:0046785
Q8IWD4	CC117_HUMAN	GO:0005634; GO:0005737; GO:0008284; GO:0045739; GO:0072686
Q8IWE2	NXP20_HUMAN	GO:0005654; GO:0005794; GO:0005829
Q8IWE4	DCNL3_HUMAN	GO:0000151; GO:0005634; GO:0005737; GO:0005886; GO:0010225; GO:0010332; GO:0010564; GO:0030308; GO:0031624; GO:0032182; GO:0043065; GO:0045116; GO:0048471; GO:0051443; GO:0097602; GO:2000134; GO:2000434; GO:2000435; GO:2000436
Q8IWE5	PKHM2_HUMAN	GO:0005765; GO:0007030; GO:0010008; GO:0019894; GO:0032418; GO:0032880; GO:0042267; GO:1903527
Q8IWF2	FXRD2_HUMAN	GO:0004497; GO:0005788; GO:0030433; GO:0050660
Q8IWG1	DNAI3_HUMAN	GO:0005737; GO:0005858; GO:0007018; GO:0030336; GO:0034316; GO:0036156; GO:0036159; GO:0045503; GO:0045504; GO:0045669; GO:0060294; GO:0071933
Q8IWI9	MGAP_HUMAN	GO:0000785; GO:0000978; GO:0000981; GO:0001708; GO:0005654; GO:0006357; GO:0045893; GO:0046983; GO:0071339
Q8IWJ2	GCC2_HUMAN	GO:0005654; GO:0005794; GO:0005802; GO:0005829; GO:0006622; GO:0016020; GO:0031023; GO:0031267; GO:0034067; GO:0034453; GO:0034499; GO:0042147; GO:0042802; GO:0070861; GO:0071955; GO:0090161
Q8IWK6	AGRA3_HUMAN	GO:0004930; GO:0005886; GO:0007166; GO:0007186; GO:0009897; GO:0016021
Q8IWL1	SFPA2_HUMAN	GO:0005576; GO:0005581; GO:0005615; GO:0005771; GO:0005789; GO:0005791; GO:0007585; GO:0030246; GO:0042599; GO:0045334
Q8IWL2	SFTA1_HUMAN	GO:0005319; GO:0005576; GO:0005581; GO:0005615; GO:0005771; GO:0005789; GO:0005791; GO:0007585; GO:0008228; GO:0030246; GO:0042599; GO:0045334
Q8IWL3	HSC20_HUMAN	GO:0001671; GO:0005654; GO:0005737; GO:0005739; GO:0005829; GO:0016226; GO:0042802; GO:0044571; GO:0046872; GO:0051087; GO:0051259; GO:0060215; GO:0060319
Q8IWL8	STH_HUMAN	GO:0005634; GO:0005737; GO:0048026; GO:0048471
Q8IWN7	RP1L1_HUMAN	GO:0001750; GO:0005874; GO:0005930; GO:0007601; GO:0032391; GO:0035082; GO:0035556; GO:0042461; GO:0045494; GO:0060041
Q8IWQ3	BRSK2_HUMAN	GO:0000086; GO:0000287; GO:0004674; GO:0005524; GO:0005737; GO:0005783; GO:0005813; GO:0006468; GO:0006887; GO:0007409; GO:0010975; GO:0018105; GO:0019901; GO:0030010; GO:0030182; GO:0031532; GO:0035556; GO:0036503; GO:0042149; GO:0043462; GO:0048156; GO:0048471; GO:0050321; GO:0050770; GO:0051117; GO:0051301; GO:0060590; GO:0061178; GO:0070059; GO:0090176; GO:0106310; GO:0150034; GO:1904152; GO:2000807
Q8IWR1	TRI59_HUMAN	GO:0005783; GO:0005789; GO:0008270; GO:0016021; GO:0043124; GO:0045087; GO:0046597; GO:0061630
Q8IWS0	PHF6_HUMAN	GO:0000122; GO:0000776; GO:0001835; GO:0003677; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006357; GO:0015631; GO:0019899; GO:0042393; GO:0042826; GO:0043021; GO:0046872; GO:0051219; GO:0097110
Q8IWT0	ARCH_HUMAN	GO:0005634; GO:0005654; GO:0005737; GO:0006388; GO:0046872; GO:0072669
Q8IWT1	SCN4B_HUMAN	GO:0001518; GO:0005244; GO:0005248; GO:0005886; GO:0006814; GO:0010765; GO:0014704; GO:0017080; GO:0031226; GO:0035725; GO:0044325; GO:0051649; GO:0060048; GO:0060307; GO:0086002; GO:0086006; GO:0086012; GO:0086016; GO:0086091; GO:2000649
Q8IWT3	CUL9_HUMAN	GO:0000226; GO:0005524; GO:0005829; GO:0006511; GO:0007088; GO:0016567; GO:0031461; GO:0031625; GO:0046872; GO:0061630
Q8IWT6	LRC8A_HUMAN	GO:0001678; GO:0002329; GO:0005225; GO:0005886; GO:0005887; GO:0006820; GO:0006884; GO:0006970; GO:0007283; GO:0009986; GO:0015734; GO:0015810; GO:0016020; GO:0016021; GO:0032024; GO:0034214; GO:0034702; GO:0042802; GO:0045663; GO:0098656; GO:0140360; GO:0140361; GO:1902476; GO:1905103
Q8IWU2	LMTK2_HUMAN	GO:0001881; GO:0004674; GO:0004864; GO:0005524; GO:0005769; GO:0005794; GO:0005829; GO:0005887; GO:0006468; GO:0007169; GO:0007409; GO:0016021; GO:0018105; GO:0018107; GO:0030426; GO:0032456; GO:0033572; GO:0033674; GO:0043025; GO:0043235; GO:0045022; GO:0046777; GO:0048471; GO:0055037; GO:0070853; GO:0106310
Q8IWU4	ZNT8_HUMAN	GO:0005385; GO:0005886; GO:0006829; GO:0006882; GO:0008270; GO:0009749; GO:0010043; GO:0016021; GO:0030070; GO:0030073; GO:0030141; GO:0030658; GO:0030667; GO:0031410; GO:0032024; GO:0032119; GO:0034341; GO:0042803; GO:0060627; GO:0061088; GO:0070555; GO:0071577
Q8IWU5	SULF2_HUMAN	GO:0001822; GO:0002063; GO:0003094; GO:0004065; GO:0005509; GO:0005539; GO:0005615; GO:0005783; GO:0005795; GO:0005886; GO:0008449; GO:0009986; GO:0010575; GO:0014846; GO:0030177; GO:0030201; GO:0032836; GO:0035860; GO:0040037; GO:0048706; GO:0051216; GO:0060348; GO:0060384
Q8IWU6	SULF1_HUMAN	GO:0001822; GO:0001937; GO:0002063; GO:0003094; GO:0004065; GO:0005509; GO:0005539; GO:0005615; GO:0005783; GO:0005794; GO:0005795; GO:0005886; GO:0006915; GO:0008449; GO:0009986; GO:0010575; GO:0014846; GO:0016525; GO:0030177; GO:0030201; GO:0030336; GO:0030513; GO:0032836; GO:0035860; GO:0040036; GO:0040037; GO:0045121; GO:0048010; GO:0048706; GO:0051216; GO:0060348; GO:0060384; GO:0060686
Q8IWU9	TPH2_HUMAN	GO:0004510; GO:0005506; GO:0005829; GO:0007623; GO:0009072; GO:0014823; GO:0031667; GO:0042427; GO:0043005; GO:0043627; GO:0051384; GO:0051592; GO:0071285
Q8IWV1	LAX1_HUMAN	GO:0002250; GO:0005794; GO:0005829; GO:0005886; GO:0006955; GO:0016020; GO:0016021; GO:0019901; GO:0035556; GO:0042113; GO:0042169; GO:0043407; GO:0046649; GO:0050851; GO:0050868
Q8IWV2	CNTN4_HUMAN	GO:0005576; GO:0005886; GO:0007156; GO:0007158; GO:0007399; GO:0007409; GO:0007411; GO:0007413; GO:0007420; GO:0030424; GO:0031175; GO:0031225; GO:0045665; GO:0048167; GO:0070593; GO:0098632
Q8IWV7	UBR1_HUMAN	GO:0000151; GO:0000502; GO:0005737; GO:0005829; GO:0008270; GO:0016567; GO:0032007; GO:0061630; GO:0070728; GO:0071233; GO:0071596
Q8IWV8	UBR2_HUMAN	GO:0000151; GO:0000785; GO:0005634; GO:0005737; GO:0005829; GO:0007131; GO:0007140; GO:0007141; GO:0007283; GO:0008270; GO:0010529; GO:0016567; GO:0031507; GO:0032007; GO:0033522; GO:0061630; GO:0070728; GO:0071233; GO:0071596
Q8IWW6	RHG12_HUMAN	GO:0001891; GO:0002011; GO:0005096; GO:0005737; GO:0006911; GO:0007015; GO:0007165; GO:0043087; GO:0051058
Q8IWW8	HOT_HUMAN	GO:0004022; GO:0005739; GO:0005759; GO:0006103; GO:0006539; GO:0006629; GO:0046872; GO:0047988
Q8IWX5	SGPP2_HUMAN	GO:0005783; GO:0005789; GO:0006670; GO:0016020; GO:0016021; GO:0030148; GO:0042392; GO:0046839; GO:0061469; GO:0070780
Q8IWX7	UN45B_HUMAN	GO:0002088; GO:0005737; GO:0005829; GO:0007517; GO:0030018; GO:0030154; GO:0031672; GO:0048471; GO:0051879; GO:0061077
Q8IWX8	CHERP_HUMAN	GO:0003723; GO:0005654; GO:0005737; GO:0006396; GO:0006874; GO:0007399; GO:0008285; GO:0016020; GO:0033017; GO:0044325; GO:0048471; GO:0051209; GO:0070886
Q8IWY4	SCUB1_HUMAN	GO:0005509; GO:0005615; GO:0005886; GO:0006954; GO:0007165; GO:0007512; GO:0007596; GO:0009791; GO:0009897; GO:0009986; GO:0019897; GO:0042802; GO:0045446; GO:0045880
Q8IWY9	CDAN1_HUMAN	GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006325; GO:0008104; GO:0008156; GO:0012505; GO:0016021; GO:0031497
Q8IWZ3	ANKH1_HUMAN	GO:0003723; GO:0005737; GO:0045087
Q8IWZ4	TRI48_HUMAN	GO:0005737; GO:0005829; GO:0008270; GO:0010468; GO:0016567; GO:0045087; GO:0061630
Q8IWZ5	TRI42_HUMAN	GO:0008270; GO:0110165
Q8IWZ6	BBS7_HUMAN	GO:0001654; GO:0001750; GO:0001947; GO:0005634; GO:0005813; GO:0005829; GO:0005930; GO:0006357; GO:0007224; GO:0007368; GO:0007420; GO:0007601; GO:0008104; GO:0015031; GO:0016020; GO:0032402; GO:0032436; GO:0034464; GO:0036064; GO:0043005; GO:0045444; GO:0046907; GO:0048546; GO:0051877; GO:0060170; GO:0060173; GO:0060271; GO:0061629; GO:1903929; GO:1905515
Q8IWZ8	SUGP1_HUMAN	GO:0003723; GO:0005654; GO:0005681; GO:0006397; GO:0008380
Q8IX01	SUGP2_HUMAN	GO:0003723; GO:0005654; GO:0006397; GO:0008380; GO:0016604
Q8IX03	KIBRA_HUMAN	GO:0000122; GO:0003713; GO:0005634; GO:0005737; GO:0005829; GO:0006355; GO:0016477; GO:0019900; GO:0030010; GO:0032386; GO:0032587; GO:0032991; GO:0035330; GO:0035331; GO:0043410; GO:0046621; GO:0048471; GO:0060090
Q8IX04	UEVLD_HUMAN	GO:0000813; GO:0008333; GO:0015031; GO:0016616; GO:0019752; GO:0036211; GO:0043130; GO:0070062
Q8IX05	CD302_HUMAN	GO:0005902; GO:0005938; GO:0006909; GO:0009897; GO:0016020; GO:0016021; GO:0030175; GO:0030246; GO:0038023
